LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList,label
134,06-30,19:49:49.234,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31606, 6129225, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31606', '6129225, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
135,06-30,19:49:49.234,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31628, 5864851, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31628', '5864851, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
136,06-30,19:49:49.234,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31650, 6478838, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31650', '6478838, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
137,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31672, 10418602, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31672', '10418602, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
138,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31694, 6652902, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31694', '6652902, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
139,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31733, 5937529, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31733', '5937529, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
140,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31760, 5169672, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31760', '5169672, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
141,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31782, 6009062, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31782', '6009062, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
142,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31804, 7551969, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31804', '7551969, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
143,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31819, 5848725, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31819', '5848725, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
144,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31834, 5926791, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31834', '5926791, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
145,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31842, 5507778, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31842', '5507778, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
146,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31850, 5677373, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31850', '5677373, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
147,06-30,19:49:49.235,1090,1090,W,FrameTracker,"Missed SF frame:PREDICTION_ERROR, 31858, 6472903, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>",5461f9ee,"Missed <*> <*> <*>, <*>, <*>","['SF', 'frame:PREDICTION_ERROR', '31858', '6472903, CUJ=J<LAUNCHER_CLOSE_ALL_APPS_SWIPE>']",0
148,06-30,19:49:49.235,1090,1353,V,PerfettoTrigger,Triggering /system/bin/trigger_perfetto com.android.telemetry.interaction-jank-monitor-67,e49add05,Triggering <*> <*>,['/system/bin/trigger_perfetto com.android.telemetry.interaction-jank-monitor-67'],0
149,06-30,19:49:49.581,1090,1386,D,EGL_emulation,app_time_stats: avg=26.26ms min=10.79ms max=344.84ms count=49,09f96292,app_time_stats: <*> <*> <*> count=<*>,"['avg=26.26ms', 'min=10.79ms max=344.84ms', '49']",0
150,06-30,19:49:49.666,626,1202,D,CompatibilityChangeReporter,Compat change id reported: 161252188; UID 10063; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['161252188', '10063', 'ENABLED']",0
151,06-30,19:49:49.666,626,1202,I,ActivityTaskManager,"START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 pkg=com.android.camera2 cmp=com.android.camera2/com.android.camera.CameraLauncher bnds=[532,1060][704,1182]} from uid 10075",859f995b,START u0 {act=<*> <*> flg=<*> <*> <*> <*> from uid <*>,"['android.intent.action.MAIN cat=[android.intent.category.LAUNCHER]', '0x10200000', 'pkg=com.android.camera2 cmp=com.android.camera2/com.android.camera.CameraLauncher bnds=[532,1060][704,1182]}', '10075']",0
152,06-30,19:49:49.678,626,648,D,CompatibilityChangeReporter,Compat change id reported: 135634846; UID 10063; state: DISABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['135634846', '10063', 'DISABLED']",0
153,06-30,19:49:49.679,626,656,D,CompatibilityChangeReporter,Compat change id reported: 143937733; UID 10063; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['143937733', '10063', 'ENABLED']",0
154,06-30,19:49:49.684,626,2763,D,CoreBackPreview,"Window{932ce20 u0 Splash Screen com.android.camera2}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@9f1e19e, mPriority=0}",ae1351a0,Window{<*> u0 <*> <*> <*> <*> <*> <*> <*> <*>,"['932ce20', 'Splash', 'Screen', 'com.android.camera2}:', 'Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@9f1e19e, mPriority=0}']",0
155,06-30,19:49:49.693,807,869,D,SplashScreenView,"Build android.window.SplashScreenView{b77966 V.E...... ......ID 0,0-0,0}",0cdbc92c,"Build <*>{<*> V.E...... ......ID <*>,<*><*>,<*>}","['android.window.SplashScreenView{b77966', '', '0,0-0,0']",0
156,06-30,19:49:49.693,807,869,D,SplashScreenView,"Icon: view: android.widget.ImageView{ffff4a7 V.ED..... ......I. 0,0-0,0 #10204dc android:id/splashscreen_icon_view} drawable: com.android.wm.shell.startingsurface.SplashscreenIconDrawableFactory$ImmobileIconDrawable@cb03d54 size: 320",16e1cd2d,"Icon: view: <*>{<*> V.ED..... ......I. <*>,<*><*>,<*> #<*> android:id<*>} drawable: <*>$ImmobileIconDrawable@<*> size: <*>","['android.widget.ImageView{ffff4a7', '', '0,0-0,0', '10204dc', '/splashscreen_icon_view', 'com.android.wm.shell.startingsurface.SplashscreenIconDrawableFactory', 'cb03d54', '320']",0
157,06-30,19:49:49.693,807,869,D,SplashScreenView,"Branding: view: android.view.View{cb1e4fd G.ED..... ......I. 0,0-0,0 #10204db android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0",0ca356cd,"Branding: view: <*>{<*> G.ED..... ......I. <*>,<*><*>,<*> #<*> android:id<*>} drawable: null size w: <*> h: <*>","['android.view.View{cb1e4fd', '', '0,0-0,0', '10204db', '/splashscreen_branding_view', '0', '0']",0
158,06-30,19:49:49.703,401,401,D,Zygote  ,Forked child process 3409,b4e7d82f,Forked child process <*>,['3409'],0
159,06-30,19:49:49.709,626,648,D,OomAdjuster,Not killing cached processes,8f7f915d,Not killing cached processes,[],0
160,06-30,19:49:49.713,486,486,I,BpBinder,onLastStrongRef automatically unlinking death recipients: <uncached descriptor>,1a69e779,onLastStrongRef automatically unlinking death recipients: <uncached descriptor>,[],0
161,06-30,19:49:49.718,807,1108,E,OpenGLRenderer,Unable to match the desired swap behavior.,f71fc1d2,Unable to match the desired swap behavior.,[],0
162,06-30,19:49:49.724,626,656,I,ActivityManager,Start proc 3409:com.android.camera2/u0a63 for next-top-activity {com.android.camera2/com.android.camera.CameraLauncher},09d766df,Start proc <*> for <*> {<*><*>.<*>},"['3409:com.android.camera2/u0a63', 'next-top-activity', 'com', 'android.camera2/com.android.camera.CameraLauncher']",0
163,06-30,19:49:49.733,807,1108,W,Parcel  ,Expecting binder but got null!,1d69ec94,Expecting binder but got null!,[],0
164,06-30,19:49:49.771,1955,1962,I,adbd    ,jdwp connection from 3409,1988aa9f,jdwp connection from <*>,['3409'],0
165,06-30,19:49:49.787,3409,3409,D,CompatibilityChangeReporter,Compat change id reported: 171979766; UID 10063; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['171979766', '10063', 'ENABLED']",0
166,06-30,19:49:49.791,626,798,W,BatteryExternalStatsWorker,error reading Bluetooth stats: 11,607cc9eb,error reading Bluetooth stats: <*>,['11'],0
167,06-30,19:49:49.796,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
168,06-30,19:49:49.797,626,797,D,TelephonyManager,"requestModemActivityInfo: Sending result to app: ModemActivityInfo{ mTimestamp=356639 mSleepTimeMs=0 mIdleTimeMs=356635 mActivityStatsTechSpecificInfo=[{mRat=UNKNOWN,mFrequencyRange=UNKNOWN,mTxTimeMs[]=[0, 0, 0, 0, 0],mRxTimeMs=0}]}",34a32a22,"requestModemActivityInfo: Sending result to app: ModemActivityInfo{ mTimestamp=<*> mSleepTimeMs=<*> mIdleTimeMs=<*> mActivityStatsTechSpecificInfo=[{mRat=UNKNOWN,mFrequencyRange=UNKNOWN,mTxTimeMs[]=[<*>, <*>, <*>, <*>, <*>],mRxTimeMs=<*>}]}","['356639', '0', '356635', '0', '0', '0', '0', '0', '0']",0
169,06-30,19:49:49.803,626,662,W,KernelCpuProcStringReader,File not found. It's normal if not implemented: /proc/uid_concurrent_policy_time,c71c8989,File not found. It's normal if not implemented: <*>,['/proc/uid_concurrent_policy_time'],0
170,06-30,19:49:49.803,3409,3409,D,nativeloader,classloader namespace configured for unbundled product apk. library_path=/product/app/Camera2/lib/x86_64:/product/app/Camera2/Camera2.apk!/lib/x86_64:/product/lib64:/system/product/lib64,b8333851,classloader namespace configured for unbundled product apk. <*>,['library_path=/product/app/Camera2/lib/x86_64:/product/app/Camera2/Camera2.apk!/lib/x86_64:/product/lib64:/system/product/lib64'],0
171,06-30,19:49:49.813,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
172,06-30,19:49:49.818,3409,3409,V,GraphicsEnvironment,ANGLE Developer option for 'com.android.camera2' set to: 'default',6c476282,ANGLE Developer option for '<*>' set to: 'default',['com.android.camera2'],0
173,06-30,19:49:49.818,3409,3409,V,GraphicsEnvironment,ANGLE GameManagerService for com.android.camera2: false,e9dfa4cd,ANGLE GameManagerService for <*>: false,['com.android.camera2'],0
174,06-30,19:49:49.818,3409,3409,V,GraphicsEnvironment,Neither updatable production driver nor prerelease driver is supported.,a8b6f394,Neither updatable production driver nor prerelease driver is supported.,[],0
175,06-30,19:49:49.820,3409,3409,D,NetworkSecurityConfig,"No Network Security Config specified, using platform default",9c5d0780,No <*> <*> <*> <*> <*> <*> <*>,"['Network', 'Security', 'Config', 'specified, using platform default']",0
176,06-30,19:49:49.820,3409,3409,D,NetworkSecurityConfig,"No Network Security Config specified, using platform default",9c5d0780,No <*> <*> <*> <*> <*> <*> <*>,"['Network', 'Security', 'Config', 'specified, using platform default']",0
177,06-30,19:49:49.822,3409,3409,V,CAM_Profiler,[  0.000ms][ui] GUARD: CameraApp onCreate() - START,fd7da5dd,[ <*> GUARD: <*> <*> <*> <*>,"['0.000ms][ui]', 'CameraApp', 'onCreate() - START']",0
178,06-30,19:49:49.822,3409,3409,V,CAM_Profiler,[  0.000ms][ui] GUARD: FirstRunDetector getTimeOfFirstRun - START,fd7da5dd,[ <*> GUARD: <*> <*> <*> <*>,"['0.000ms][ui]', 'FirstRunDetector', 'getTimeOfFirstRun - START']",0
179,06-30,19:49:49.823,3409,3409,V,CAM_Profiler,[  0.672ms][ui] GUARD: FirstRunDetector getTimeOfFirstRun - [ 0.672ms] PreferenceManager.getDefaultSharedPreferences,14846d3a,[ <*> GUARD: <*> <*> <*> <*> <*> <*>,"['0.672ms][ui]', 'FirstRunDetector', 'getTimeOfFirstRun', '- [ 0.672ms] PreferenceManager.getDefaultSharedPreferences']",0
180,06-30,19:49:49.824,3409,3409,V,CAM_Profiler,[  1.653ms][ui] GUARD: FirstRunDetector getTimeOfFirstRun - [ 0.981ms] preferences.getLong,14846d3a,[ <*> GUARD: <*> <*> <*> <*> <*> <*>,"['1.653ms][ui]', 'FirstRunDetector', 'getTimeOfFirstRun', '- [ 0.981ms] preferences.getLong']",0
181,06-30,19:49:49.824,3409,3409,V,CAM_Profiler,[  1.704ms][ui] GUARD: FirstRunDetector getTimeOfFirstRun - STOP,fd7da5dd,[ <*> GUARD: <*> <*> <*> <*>,"['1.704ms][ui]', 'FirstRunDetector', 'getTimeOfFirstRun - STOP']",0
182,06-30,19:49:49.824,3409,3409,V,CAM_Profiler,[  2.326ms][ui] GUARD: CameraApp onCreate() - [ 2.326ms] initializeTimeOfFirstRun,14846d3a,[ <*> GUARD: <*> <*> <*> <*> <*> <*>,"['2.326ms][ui]', 'CameraApp', 'onCreate()', '- [ 2.326ms] initializeTimeOfFirstRun']",0
183,06-30,19:49:49.824,3409,3409,V,CAM_Profiler,[  2.409ms][ui] GUARD: CameraApp onCreate() - [ 0.083ms] UsageStatistics.initialize,14846d3a,[ <*> GUARD: <*> <*> <*> <*> <*> <*>,"['2.409ms][ui]', 'CameraApp', 'onCreate()', '- [ 0.083ms] UsageStatistics.initialize']",0
184,06-30,19:49:49.825,3409,3409,V,CAM_Profiler,[  3.859ms][ui] GUARD: CameraApp onCreate() - [ 1.450ms] clearNotifications,14846d3a,[ <*> GUARD: <*> <*> <*> <*> <*> <*>,"['3.859ms][ui]', 'CameraApp', 'onCreate()', '- [ 1.450ms] clearNotifications']",0
185,06-30,19:49:49.828,3409,3409,V,CAM_Profiler,[  3.859ms][ui] GUARD: CameraApp onCreate() - STOP,fd7da5dd,[ <*> GUARD: <*> <*> <*> <*>,"['3.859ms][ui]', 'CameraApp', 'onCreate() - STOP']",0
186,06-30,19:49:49.830,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
187,06-30,19:49:49.846,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
188,06-30,19:49:49.849,3409,3409,V,CAM_QuickActivity,START onCreate: Activity = com.android.camera.CameraActivity@fd9cfa1,71d7465e,START <*> Activity = <*>@<*>,"['onCreate:', 'com.android.camera.CameraActivity@fd9cfa1']",0
189,06-30,19:49:49.849,3409,3409,V,CAM_Profiler,[  0.000ms][ui] GUARD: CameraActivity.onCreateTasks - START,727281ee,[ <*> GUARD: <*> - <*>,"['0.000ms][ui]', 'CameraActivity.onCreateTasks', 'START']",0
190,06-30,19:49:49.851,3409,3409,D,CAM_LocationManager,Using LegacyLocationProvider,7dab0421,Using LegacyLocationProvider,[],0
191,06-30,19:49:49.860,3409,3409,D,CAM_MemoryManagerImpl,Max native memory: 358 MB,8a766733,Max native memory: <*> MB,['358'],0
192,06-30,19:49:49.862,3409,3409,I,CAM_OneCamFtrCnfgCrtr,CaptureModule? true,187e6dbd,CaptureModule? true,[],0
193,06-30,19:49:49.863,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
194,06-30,19:49:49.870,3409,3409,V,CAM_Profiler,[ 20.658ms][ui] GUARD: CameraActivity.onCreateTasks - [ 2.612ms] Glide.setup,032b0181,[ <*> GUARD: <*> <*> <*> <*> <*>,"['20.658ms][ui]', 'CameraActivity.onCreateTasks', '-', '[ 2.612ms] Glide.setup']",0
195,06-30,19:49:49.872,3409,3409,D,CAM_Camera2OneCamMgr,Getting First BACK Camera,4df6c8ff,Getting First <*> Camera,['BACK'],0
196,06-30,19:49:49.872,3409,3409,I,CameraManagerGlobal,Connecting to camera service,f1764de1,Connecting to camera service,[],0
197,06-30,19:49:49.874,3409,3409,D,CompatibilityChangeReporter,Compat change id reported: 250678880; UID 10063; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['250678880', '10063', 'ENABLED']",0
198,06-30,19:49:49.875,3409,3409,D,CAM_Camera2OneCamMgr,Getting First FRONT Camera,4df6c8ff,Getting First <*> Camera,['FRONT'],0
199,06-30,19:49:49.876,3409,3409,V,CAM_Profiler,[ 27.085ms][ui] GUARD: CameraActivity.onCreateTasks - [ 6.428ms] OneCameraManager.get,032b0181,[ <*> GUARD: <*> <*> <*> <*> <*>,"['27.085ms][ui]', 'CameraActivity.onCreateTasks', '-', '[ 6.428ms] OneCameraManager.get']",0
200,06-30,19:49:49.880,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
201,06-30,19:49:49.889,3409,3409,V,CAM_Profiler,[ 39.197ms][ui] GUARD: CameraActivity.onCreateTasks - [ 2.595ms] computePictureSizes,032b0181,[ <*> GUARD: <*> <*> <*> <*> <*>,"['39.197ms][ui]', 'CameraActivity.onCreateTasks', '-', '[ 2.595ms] computePictureSizes']",0
202,06-30,19:49:49.894,3409,3437,D,MediaCodecList,"codecHandlesFormat: no format, so no extra checks",54022e04,"codecHandlesFormat: no format, so no extra checks",[],0
203,06-30,19:49:49.896,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
204,06-30,19:49:49.910,3409,3409,W,CAM_Log ,Tag RoundedThumbnailView is 1 chars longer than limit.,b8f93318,Tag RoundedThumbnailView is <*> chars longer than limit.,['1'],0
205,06-30,19:49:49.913,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
206,06-30,19:49:49.929,3409,3439,D,CCodec  ,allocate(c2.android.vorbis.decoder),4fa3f454,allocate(<*>),['c2.android.vorbis.decoder'],0
207,06-30,19:49:49.930,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
208,06-30,19:49:49.936,3409,3409,D,CompatibilityChangeReporter,Compat change id reported: 210923482; UID 10063; state: ENABLED,59710913,Compat change id reported: <*>; UID <*>; state: <*>,"['210923482', '10063', 'ENABLED']",0
209,06-30,19:49:49.938,3409,3439,I,Codec2Client,"Available Codec2 services: ""software""",27fb6604,"Available Codec2 services: ""software""",[],0
210,06-30,19:49:49.941,540,2980,V,C2Store ,in init,224a9fe0,in <*>,['init'],0
211,06-30,19:49:49.941,540,2980,V,C2Store ,loading dll,2a52cfd5,loading dll,[],0
212,06-30,19:49:49.943,3409,3439,I,CCodec  ,Created component [c2.android.vorbis.decoder],36443de9,Created component [<*>],['c2.android.vorbis.decoder'],0
213,06-30,19:49:49.943,3409,3439,D,CCodecConfig,read media type: audio/vorbis,c8a93179,read media type: audio<*>,['/vorbis'],0
214,06-30,19:49:49.945,3409,3439,D,ReflectedParamUpdater,extent() != 1 for single value type: algo.buffers.max-count.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'algo.buffers.max-count.values']",0
215,06-30,19:49:49.946,3409,3439,D,ReflectedParamUpdater,extent() != 1 for single value type: output.subscribed-indices.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'output.subscribed-indices.values']",0
216,06-30,19:49:49.946,3409,3439,D,ReflectedParamUpdater,extent() != 1 for single value type: input.buffers.allocator-ids.values,bafd875e,extent() != <*> for single value type: <*>,"['1', 'input.buffers.allocator-ids.values']",0
217,06-30,19:49:49.946,440,495,I,RanchuHwc,"validateDisplay: layer 25 CompositionType 1, fallback to client",e3959746,"validateDisplay: layer <*> CompositionType <*>, fallback to client","['25', '1']",0
